slope_1,slope_2,slope_3,slope_4,slope_5,slope_6,slope_7,slope_8,slope_9,slope_10,slope_11,slope_12,slope_13,slope_14,slope_15,slope_16,slope_17,slope_18,slope_19,slope_20,slope_21,slope_22,slope_23,slope_24,slope_25,slope_26,slope_27,slope_28,slope_29,state
-2.11338560834968,-2.09894518270782,-2.26660038196837,-2.29122086698905,-2.31215966535274,-1.88902656914256,-2.09871291214421,-2.1959408770364,-2.16481388460825,-2.24594655150175,-2.06735439645357,-2.14016329153441,-2.67945429661056,-2.61239688621805,-2.75769625944039,-2.41864121864121,-2.6382439315143,-3.00901372174899,-3.97370171068529,-3.84836454771947,-3.95976223044284,-3.27858117660471,-2.59512851710124,-2.48584078663305,-3.68799992582269,-3.84500278445357,-3.37165765451364,-2.97584324045285,-2.79752413976206,1
-1.98837388212708,-1.96201133283614,-2.18871109836828,-2.24659050338745,-2.32171424405482,-1.68100196939009,-1.77147705872569,-1.99322747478181,-2.178352975252,-2.11562107308789,-2.10094043919082,-2.23651469807771,-2.71875462681622,-2.49368903099579,-2.8483756395927,-2.51327259694992,-2.53796376631453,-2.94653554423316,-4.16212723974654,-4.08537934814567,-3.53442446814196,-3.60214735848197,-2.65312602437064,-2.43089577287454,-3.54202834559066,-3.53784177016971,-3.72495723523797,-3.16311753240229,-2.77740578198229,0
-1.99004139604703,-2.29836583323494,-2.26546670902197,-2.44289139334577,-2.48075830436836,-1.77863608691538,-1.90069674714858,-1.98565110252877,-1.95342981782725,-2.05350372024111,-1.96755047723148,-2.35653769890214,-2.47414780714994,-2.53664884553836,-2.74245201842965,-2.74171353380022,-3.14019311967024,-3.30583186766633,-3.89560125895866,-4.13080613333908,-3.88057621674938,-3.1446174266782,-2.43468225055327,-2.7630987678344,-3.49651035332956,-3.87624478106285,-3.86704311922824,-3.34122286333346,-2.89356251259908,1
-2.17616360969114,-2.20229939803067,-2.34228818601386,-2.34955273915427,-2.43212821752725,-1.83776123069308,-1.84463086631095,-2.08784526964553,-1.98915913269306,-2.07745504933999,-2.10477476479231,-2.24585726265668,-2.25376567285599,-2.55492040327953,-2.86854727959168,-2.13560650497499,-2.47413823165538,-2.87691882321196,-4.07585876392764,-3.95220733834316,-4.0192206420236,-3.25258858883769,-2.43333007484107,-2.39810496249622,-3.6345418458786,-3.68335746372289,-3.6441647753327,-3.09792431568995,-2.74766742106022,0
-2.08201715082892,-2.16990030591932,-2.3278182343411,-2.43284127729906,-2.53117559679823,-1.73098824532019,-1.86438835514672,-2.06514854162575,-1.99483157591715,-2.06894509210924,-1.80549597042527,-2.16315186617758,-2.60516693681594,-2.43473897163459,-2.6033788543506,-2.58206792919007,-2.96696847335547,-3.09842195178695,-3.98526339724218,-4.00558394656089,-3.39313924491787,-2.69287494419133,-2.11354881715798,-2.49122666829342,-3.40696618781164,-3.57292875847776,-3.92331657898635,-3.1434376793253,-2.77449532995984,1
-2.0773839897457,-2.24843413217903,-2.38398358520016,-2.36652633978659,-2.5275477580072,-1.75740375938676,-1.82811431407653,-2.07347412211868,-1.9415284847411,-2.04144938382254,-1.82008575544577,-2.07110874130076,-2.7353985478796,-2.52589092784245,-2.79729018624884,-2.50525412558361,-2.61243319159207,-2.95310317168827,-4.05997271379064,-4.02082348824664,-3.29837815121487,-3.4477969723059,-2.57961274757613,-2.97174595312655,-3.21340525158615,-3.31783134027779,-4.09409360353927,-3.28528797058514,-2.93953247873066,0
-2.14237845829928,-2.21798835152375,-2.33301375049188,-2.35949789054348,-2.46389701831296,-1.76003695753826,-1.99556665296026,-2.11091143398965,-2.08155282666857,-2.20946732736852,-1.92306870678921,-2.08648462485761,-2.62953265944108,-2.49523035373168,-2.69381909184576,-2.56803662716271,-2.97123174355103,-3.08715267872361,-4.08199076802722,-4.13602750396976,-3.49231290330018,-3.2558509802712,-2.5775270081076,-2.5424774326542,-3.46665773786767,-3.50252765388904,-3.65914156709626,-3.18972790396595,-2.79029049404826,1
-2.12518098105634,-2.20488895315583,-2.36352679314584,-2.40882533875811,-2.50472479299227,-1.82109711831574,-1.96590842744329,-2.15065327175675,-2.05269232419019,-2.15837817124456,-2.02738190086135,-2.05204631377751,-2.76115680756508,-2.60238067618478,-2.70337721570806,-2.50995029405492,-2.52396415345777,-3.0551831383543,-4.16930522620432,-4.11431853792724,-3.84303542980451,-3.99053166838732,-2.70873633218327,-2.76279653463773,-3.91990577510287,-3.94013968941804,-4.05641689637646,-3.21938052012462,-2.85761806847217,1
-2.07537322937878,-2.22417657967189,-2.37931990682443,-2.36914200731523,-2.49568165888755,-1.8482802650145,-2.03955622207644,-2.17063453305546,-2.09402804240581,-2.11411186392718,-2.07464794569796,-2.17149241446019,-2.76345858081382,-2.57532046361919,-2.93838276336064,-2.8832999178328,-2.53542670562711,-3.08089634335238,-4.20445863372634,-4.14050397686035,-3.73523865532725,-4.12791412904187,-2.80441894369843,-2.80439105040178,-3.8991278299367,-3.75810837700257,-4.01273129568663,-3.25238595195096,-3.02205542832976,1
-2.09909752150648,-2.22338273972457,-2.37868351463193,-2.42797376301672,-2.5215715341881,-1.7222175677318,-1.98613115146347,-2.12055807116767,-2.09838248732826,-2.13287172528284,-1.87781689899121,-2.03886701627431,-2.46141427902148,-2.52387333489441,-2.61495913577375,-2.27206404725595,-2.73473685335383,-2.92582158180823,-4.26524075865482,-4.18370389220313,-3.43542050997775,-3.09502952169367,-2.44537077808058,-3.1275218513514,-3.66708709156342,-3.53306218541972,-4.0077262544797,-3.17440940465133,-2.83020983681364,1
-2.10532139707657,-2.02688788342366,-2.22139649535338,-2.23846902786243,-2.20404217563702,-1.63897936651385,-1.71133931317643,-2.07362810041172,-2.02751269892267,-2.11017796475005,-2.11886964879044,-2.15336060198026,-2.30146431081894,-2.58317222808773,-2.80920109740584,-2.32211467549005,-2.29819797831972,-2.91936564927399,-4.06826019160937,-3.99391244426324,-3.96497758249662,-3.30157875017817,-2.57890610566506,-2.533838822951,-3.66898715856992,-3.90346913227801,-3.28134390356561,-3.06378855840489,-2.75684212418048,0
-2.09982837630519,-2.2066492439293,-2.32880388148827,-2.41309241282787,-2.46832965050878,-1.66042880599736,-1.89916169667642,-2.03363062843398,-2.01710263425455,-2.04539693939194,-1.80171026302869,-2.24472124400955,-2.66826191615476,-2.49410137960123,-2.5742166025857,-2.66942663713764,-2.98526605920699,-3.13736645393041,-4.02266151587576,-4.09929485649104,-3.7923406335404,-3.12299030282775,-2.52364001550578,-2.45271307146942,-3.55437152131402,-3.5321154791896,-3.81968527867748,-3.29179508823872,-2.89027527913836,1
-2.16066296956706,-2.06011553731155,-2.24338602325282,-2.28450922452192,-2.31452983081715,-1.83958906810193,-2.01812483943739,-2.16571965213179,-2.11322201302907,-2.19825755028917,-2.00081704184151,-1.99821573462615,-2.60860972891393,-2.44698653104685,-2.81342073523039,-2.44816563327756,-2.49564892942784,-2.98351035756124,-4.12558780147946,-4.11897272323615,-3.41621671230919,-3.60896380289644,-2.62849789710629,-2.69572014267841,-3.82688116850214,-3.65478547989318,-3.83139051094602,-3.15546362994729,-2.82244981166263,1
-2.1095766958269,-2.07416945641505,-2.27832927269235,-2.3315964197821,-2.31049255675542,-1.59932829925449,-1.72332809765596,-2.05670238395027,-2.03572948380396,-2.11529333846502,-2.05390351990632,-2.08619593373001,-2.29392891306845,-2.45936921940609,-2.79700052738233,-2.48556808114762,-2.58266577708505,-3.07538228203186,-3.91401081192492,-3.93202290378742,-4.0453847419432,-3.16822394453709,-2.58907976064561,-2.57121284036836,-3.82843003695679,-4.517451010213,-3.93308464167131,-2.98917799138151,-2.66402115319371,1
-2.04370748173821,-1.99150875360966,-2.17131152677018,-2.24074887440621,-2.23456637049935,-1.78835533854735,-1.80406850570887,-2.0887468401053,-2.0732692366748,-2.13711575723293,-2.00759956773761,-2.15611101622459,-2.52468511308575,-2.48950851191002,-2.81993476861652,-2.37751568241878,-2.50696609657404,-2.84109833380733,-3.80163619319312,-3.70973376457444,-4.02455895510619,-3.29444131559949,-2.61310034733231,-2.7711461401517,-2.83217332319012,-2.84945314882426,-3.07066764270156,-3.30223091441437,-2.7022889252662,0
-2.09558462929568,-2.27575309806387,-2.27588771005963,-2.35269177630349,-2.44794452670475,-1.7778862140092,-1.96559547261411,-2.11248839074561,-1.99549539052317,-2.07584874992728,-1.94156734650163,-2.10782542362092,-2.70051000101833,-2.50380233812427,-2.73364547143499,-2.32762966558189,-3.02338500359954,-3.11660958739817,-4.0427252374148,-4.13108260967354,-3.88766690542347,-2.98312001666229,-2.75914961794299,-3.22976336059958,-3.69846352446912,-3.84859746862487,-3.52562380842757,-3.59806495876065,-2.73014073194298,1
-2.12515780959437,-2.10691803259045,-2.26382551209891,-2.34044988889476,-2.34936634054311,-1.90246335075726,-1.99481230775908,-2.11145474169614,-2.13633988108411,-2.20203566390866,-1.94976330785307,-2.40370099664101,-2.71815273413919,-2.56691289022953,-2.62425885025437,-2.76066371355391,-3.06521198160481,-3.35757719715259,-3.76706479436662,-3.96288668421512,-3.78623816112846,-2.63049854441466,-2.49006545061562,-2.44631578573733,-3.58540032438993,-3.97130605892242,-3.63221942707157,-2.92326162860104,-2.6939951630121,1
-2.04914863335629,-1.97623728359092,-2.17661019682478,-2.20774462203808,-2.27417986265241,-1.7335118359201,-1.77936972175062,-2.16641025867438,-2.09664917456561,-2.05089596392195,-1.85493586888266,-1.98794963515538,-2.60282681513058,-2.58461479822957,-2.80424102607831,-2.44172613147024,-2.34602775415408,-2.95921600990639,-4.09857985265282,-4.05745543784929,-3.49097441371312,-3.48943548058872,-2.56882961606961,-2.53602846358192,-3.71049010588846,-3.56504093513185,-3.87726415268448,-3.14389466849843,-2.76361710888595,0
-2.0989471198243,-2.19192390020664,-2.31912395680331,-2.34384912510535,-2.41671003877811,-1.685240361399,-1.85722022181998,-2.02193177274504,-2.02252103256809,-2.16836410182161,-2.05941694798513,-2.24387643878738,-2.65596775962897,-2.60889286873224,-2.89530501733939,-2.43347674220936,-2.94027001062381,-3.2056386891189,-4.13587535111126,-4.11858071366131,-3.90156105820404,-2.88677703883561,-2.59622895018415,-2.53060745343478,-3.78857124415646,-3.93341765906617,-3.57676248509373,-3.26113770074819,-3.00246546183688,1
-2.1073175099713,-2.23720978404009,-2.39414168496391,-2.4412244504357,-2.54102231390529,-1.71659992023495,-1.92121925377603,-2.0763617600911,-1.95317120591885,-2.01370995458928,-1.8706746762581,-2.14064632778541,-2.29461633544083,-2.42995029980175,-2.47437148359226,-2.76857252912629,-2.92897639814822,-3.02523219117467,-3.96385013358206,-4.04401288298803,-3.54205477766713,-2.62606654133922,-2.28465877725355,-2.52247863237783,-3.82096589907745,-3.943036700376,-4.04793110744803,-3.09959492593356,-2.7327112592647,1
-2.10162635442212,-2.24615278521675,-2.36966408492521,-2.39735820160592,-2.53000961647599,-1.64458005089964,-1.91462477444303,-2.02768968132184,-1.84864500528713,-1.86564299892648,-2.08710068758316,-2.25094393166113,-2.49032422929742,-2.77054687162071,-2.97900222425103,-2.31657221215591,-2.36900749988362,-2.92379072119783,-3.95331503260085,-4.06637221608015,-3.98601462585356,-3.42961075567648,-2.39833062359527,-2.84152966261326,-3.5667780914616,-3.58333308892888,-4.06869687087192,-3.14115969254337,-2.88100234832087,0
-2.14463376349604,-2.07412849239036,-2.21871859321209,-2.18982384441665,-2.31582773450546,-1.73822325299954,-1.88765681706747,-2.16114209267506,-2.0623986380145,-2.04910459633274,-1.9510850173474,-2.07662127837257,-2.47387352916739,-2.56060201355656,-2.60820573731471,-2.37258734946766,-2.44700158662356,-2.91310775900083,-4.15928334384367,-4.11021846499901,-3.29480080348229,-3.56410915555267,-2.51456621442925,-2.21054422453759,-2.55430767619536,-3.41770758807135,-3.90821825957881,-3.04700313903758,-2.69353650899418,0
-2.17273460408114,-2.15387979890106,-2.31237804487182,-2.34397981244343,-2.38532917261924,-1.65695882758516,-1.93964439230079,-2.12267899131807,-2.04941659902082,-2.10470075659424,-2.05630233364148,-2.19466300034811,-2.35611579824781,-2.61922841002175,-2.67559004172927,-2.37100603594406,-2.74504463215976,-3.01671373487108,-3.50806850701868,-3.91357434677632,-4.19517054320213,-2.88068243898193,-2.46323453331742,-2.4479511307628,-3.59518395103875,-4.14374352406575,-3.4214238226888,-2.57453090313669,-2.52504244409606,1
-2.03957351238576,-2.17196536767364,-2.24567056885686,-2.25442752863974,-2.49448415024173,-1.7459900465996,-1.78838444864615,-2.02674706995734,-1.93475414636648,-2.04271107618541,-1.82654327943996,-2.01848631020733,-2.56365407897831,-2.36600990918079,-2.69058920371739,-2.32877519048612,-2.46708954150345,-2.84808086317833,-3.86357867954754,-3.8799365139602,-3.67003139964049,-3.53520534653905,-2.59097231338852,-2.15184637718485,-3.11361632961505,-3.37282678893996,-3.48128046374454,-3.18842837418789,-2.75572836389318,0
-2.06780904869977,-2.24462784303894,-2.41580119639536,-2.44472911339664,-2.53887718411883,-1.84332168830259,-2.06360754238956,-2.21327791890606,-2.05858287422611,-2.1307469909377,-1.92680257632578,-2.05436072385648,-2.67659493021783,-2.55420659611936,-2.77044793672586,-2.22209885912905,-2.7461812996752,-3.05480380234394,-4.07031324476459,-4.00528649917849,-3.54747105631577,-3.33439323006139,-2.48511012824365,-2.85060059560963,-3.94908158364074,-3.60953069908157,-3.96202894601918,-3.17012700772065,-2.81727636827118,1
-2.09322679800931,-2.29043246918485,-2.3876769873457,-2.45906734561084,-2.63077971280297,-1.75481622709226,-1.79889616975439,-1.99450824651771,-1.89253353887242,-1.98990636301107,-2.09765005676736,-2.31705287199816,-2.70118647210717,-2.61202693144231,-3.00952932016264,-2.35627312770353,-2.83354681061351,-3.05007836490044,-4.12058605145404,-4.10445497987001,-3.9067835132613,-3.3102979458738,-2.55932052712963,-2.89211430574019,-3.56908414983462,-3.57554930630951,-3.85262868544152,-3.44140265051539,-2.94892590091334,1
-2.08795126279785,-2.23980971939077,-2.31125072518761,-2.38381014974164,-2.45852269181595,-1.81104008886506,-1.88877247408956,-1.98311300342314,-1.85762308790179,-1.93082167381413,-2.28223262311688,-2.31101776095849,-2.87054905413977,-2.90642986712231,-3.06168589993894,-2.54723028874849,-2.46430175278038,-3.0668880966148,-3.94544153653667,-4.16551324757708,-4.20184917139802,-3.59085731532033,-2.67798912602357,-2.69630332007448,-3.46160263811712,-3.99074014431425,-3.69603272115541,-3.62321449790346,-3.02318908259814,0
-2.0837427443556,-2.13703665033977,-2.33942511343655,-2.38942015594258,-2.53268613050983,-1.74925789942398,-1.91700808796016,-2.07091672841542,-2.02194135784915,-2.09040501029676,-2.05605123144146,-2.14504339122757,-2.51287335082471,-2.47596580964988,-2.8182175661109,-2.10115633440351,-2.41411223950316,-2.86884681765597,-3.87572424039335,-3.7532761228935,-3.82807061762967,-3.06049359155607,-2.47676096181649,-2.13056601943352,-3.32695692043025,-3.52123863015045,-3.1893714610707,-3.14930022975857,-2.67239395096433,0
-2.16809430142618,-2.21226392254487,-2.36744608557187,-2.35910080745099,-2.41774792832786,-1.8226723771642,-1.79979818630675,-2.07897290068748,-2.04860269075815,-2.10021507470876,-2.04529418966072,-2.19128711204768,-2.50728074916967,-2.69168307429473,-2.72526993598157,-2.49418267274448,-2.51836231635533,-2.9080975702576,-4.02947150479383,-4.06913380030623,-3.87572631025808,-3.55453661512861,-2.51355168259896,-2.98001983049545,-3.69552668983422,-3.67360688257929,-3.94063656320441,-3.27520699390398,-2.79534867197189,0
-2.18382010660721,-2.2358635841366,-2.35388357545206,-2.34091070840062,-2.36254685460614,-1.66417795060398,-1.99321529698829,-2.11527786361694,-2.02216094700451,-2.01735601530093,-1.86129356902232,-2.31210099050424,-2.31700879420997,-2.70245888749303,-2.77378046267643,-2.56545762147422,-3.19697520861453,-3.18021816469231,-3.99586784880009,-4.17454247579945,-3.95598722862308,-3.05338521715882,-2.44354149616336,-2.83280261464734,-3.83180809663237,-4.2293278688852,-3.92494995043999,-3.29084743038533,-2.8492814434756,1
-2.0263042259023,-2.04064988371819,-2.22496934349093,-2.27406075113679,-2.29757661672105,-1.78239142602761,-1.82193700626075,-2.0928438239157,-2.13647629818644,-2.18815158516095,-2.06578653812431,-2.12505633982434,-2.59994995313494,-2.53372984574067,-2.91097019301638,-2.3816502964398,-2.29420672810882,-2.91876694662315,-4.16975598502888,-4.13694135833149,-3.86759938350307,-3.64328211824651,-2.68896653019557,-2.71976732360829,-3.81539656604608,-3.65322674969513,-3.52235555090303,-3.3794860625182,-2.80606458837968,0
-2.16359402010829,-2.09849568963117,-2.28714605979363,-2.32402836149783,-2.38991581415156,-1.73974874598225,-2.01268913214424,-2.16042293351228,-2.0957143437244,-2.12932398981666,-1.94873980149348,-1.9258033612958,-2.42083550573843,-2.4532330410857,-2.66133157981121,-2.50521092423181,-2.35294479458735,-2.93319005775107,-4.18236501116685,-4.12204810109527,-3.41504090399158,-3.75399930727198,-2.57647507275478,-2.28131107365599,-3.55903875558876,-3.54262796769413,-3.69931536748148,-3.05115584454359,-2.8006662833748,1
-2.16891027175239,-2.20751674154888,-2.3380359886903,-2.36005567270954,-2.49066317412464,-1.72559710548646,-1.81929843810618,-2.09497978270377,-2.06424785470076,-2.10902344227809,-1.87377342180734,-2.20972058515984,-2.27987088104955,-2.38458289820252,-2.56789262693011,-2.36479869712918,-2.87775413337085,-3.00364247000302,-4.01424400515041,-3.97767002487437,-3.53989953386086,-2.53526478347192,-1.88878958132336,-2.18832643311976,-3.36960440101828,-3.53449124381087,-3.70922599648199,-3.02368826246452,-2.68543346586856,1
-2.04920385598422,-2.04043185673184,-2.2083185618102,-2.30428234254977,-2.40109032750751,-1.67039089956261,-1.87618098789859,-2.11053131799004,-2.37754447232808,-2.3126145710295,-2.16004211086233,-2.24073474167428,-2.74441600757402,-2.447116154295,-2.73443477672876,-2.48467443475899,-2.47086369264106,-2.97452591177176,-4.08614250649265,-4.03410349949251,-3.3830821318513,-3.7872721885901,-2.64633149293892,-2.4169397904051,-3.81927171179242,-3.67243811541575,-3.6833139694943,-3.22434467520481,-2.75523988931028,1
-2.01392571112013,-2.05070734624486,-2.2680558677925,-2.35790989761127,-2.35919949152594,-1.73227157958697,-1.78443789398454,-2.04333500614601,-2.05550682398713,-2.05387806223409,-2.00535594614257,-2.1362487911298,-2.61782795106438,-2.49119882397574,-2.8682719734619,-2.49351592239569,-2.45887424189713,-2.90673174605761,-4.25903753467817,-4.12146276845326,-3.54661589213147,-3.79907281795873,-2.70188011760583,-2.71349895646246,-2.67893664162531,-3.28373750841582,-3.69010003954159,-3.35235552195277,-2.82860996577371,0
-2.03688875914992,-2.03599983111737,-2.24844827629415,-2.36365122732352,-2.42299999173371,-1.71427517421377,-1.81731489425127,-2.12604872424579,-2.1095535547045,-2.28250664136968,-1.85953534396747,-2.0520726546826,-2.71289355382565,-2.48032791016865,-2.62152395053948,-2.49312494076041,-2.81083266616863,-2.98446897555415,-4.09321656324044,-4.06954423288837,-3.32517551025081,-3.0487555041477,-2.60958809874279,-2.82066333388997,-3.54192468624494,-3.5904053180321,-3.51964960793905,-3.19869345103915,-2.65968511896308,1
-2.16035392310868,-2.19730675357141,-2.32046444788592,-2.36995739006587,-2.40971894156843,-1.80364343400939,-2.00774569407405,-2.1636180748308,-2.09391267309233,-2.16988137915475,-2.05244553612655,-2.21719835275869,-2.64954193088905,-2.36875686567951,-2.7170217152121,-2.5183369401072,-2.455003722107,-2.88951396790678,-4.03041184168068,-3.92809987333173,-3.78321683849157,-3.58821696326694,-2.63955211338807,-2.41682314023278,-3.18442957381995,-3.38267096972786,-3.44092887788201,-3.12155133733666,-2.7118332915722,1
-2.12363993378831,-2.12307680517156,-2.28294983234381,-2.33419297277928,-2.41347784037788,-1.81170866815951,-1.92974055786364,-2.09071818218809,-2.01405311472165,-2.18979176827034,-2.03354608884721,-2.22956345480432,-2.73601088433979,-2.56585236687536,-2.7298597052002,-2.29462487980157,-2.85957527955174,-3.04864932213301,-4.16071513872797,-4.06736882918174,-3.50657439177182,-3.19878826049085,-2.6188640866703,-2.65520202523937,-3.77925998306176,-3.61526921175786,-3.75793997399694,-3.2203414967516,-2.83021700271186,1
-2.07972576682018,-2.30033748477776,-2.40624018523309,-2.34675814562521,-2.4728168547227,-1.75285466927971,-1.80846938594945,-2.06859956587089,-1.97823608949851,-2.00567009220521,-1.9682598736199,-2.06161837566947,-2.62492256669264,-2.48546328891499,-2.89232014024516,-2.5137883019458,-2.4411402762014,-2.91702724515495,-4.05434223562279,-4.02972123252438,-3.59726671734859,-3.91989394932432,-2.67815995431803,-2.86860084134157,-3.5562386665133,-3.43930703698405,-3.94330400923098,-3.32683569720663,-2.96957979191486,0
-2.1622953605679,-2.15953789814176,-2.26211932838918,-2.26645711137536,-2.22863535517785,-1.55652496427237,-1.741532855421,-2.05226157377681,-2.02055454267748,-2.17491726800677,-1.9687836219307,-2.18065035309323,-2.3630574498385,-2.40679909916206,-2.568367210392,-2.54044173617096,-3.00356377842278,-3.08774304794752,-3.91605191116337,-3.92768135951661,-3.59397726406295,-3.02191328586841,-2.5390180484249,-2.34008877121464,-3.55699159647363,-3.90526743122294,-3.48260291774922,-2.88275426409731,-2.64204610243443,1
-2.1207889028621,-2.25113696125511,-2.32647981398678,-2.32478243620097,-2.49540720659951,-1.76709498802226,-1.85222315280839,-2.05562552352255,-2.02470370719577,-2.09847595972829,-2.06637442863683,-2.10329748477547,-2.63265206114696,-2.45399715293502,-2.72537586733846,-2.28973545156083,-2.27650873176259,-2.95288962224599,-4.09391494891474,-4.07518851177312,-3.66621661077322,-3.4804901464104,-2.50074989174024,-3.11662035249166,-3.60947973968194,-3.53729805911725,-3.77557167185356,-3.40685655660795,-2.88159364027474,0
-2.16140502382112,-2.26222959026512,-2.33636736864693,-2.36649520495621,-2.54576387381332,-1.80377810941058,-1.92287979194744,-2.05943486649689,-1.94918013033463,-1.99122283119951,-2.00090801098513,-2.11140086123817,-2.63910409360404,-2.60726012903054,-2.94538108704589,-2.40651702258505,-2.63757563694517,-2.98796186036948,-4.10180833214845,-4.03797671998263,-3.93989271227365,-3.40690747482898,-2.64536699376286,-3.00991101147155,-3.33033851428698,-3.38916873249225,-3.75375042746153,-3.38707201596124,-2.94513734710629,0
-2.11309800167638,-1.97407947219713,-2.20904872043165,-2.29900673919537,-2.32021726189498,-1.82326056909792,-2.08690118342611,-2.22743714372212,-2.15082418678375,-2.31277397069592,-1.98302447002132,-2.20760424570416,-2.66902581870102,-2.66782908233866,-2.74525531332934,-2.47912060577532,-3.05552447855599,-3.13918504857942,-4.36383931023154,-4.23002419951389,-3.52470788886095,-3.17471190630405,-2.6314322605921,-2.74850483567276,-3.93264169760373,-3.67294225566399,-3.74801441178166,-3.12188670129162,-2.84606640740834,1
-2.05079509154661,-2.17150184978731,-2.30216145000642,-2.36146165674919,-2.50770678121022,-1.72737550417885,-1.73501250541551,-1.98983520963545,-1.94751066068069,-2.0660098828202,-1.73410293170457,-2.13985557425272,-2.64761523146218,-2.59074881667068,-2.89302993649155,-2.45314693231403,-3.04418896898727,-3.06833342440243,-4.08597552510334,-4.03852663673199,-3.53035773319926,-3.41250436350212,-2.58696988572644,-2.73426354213771,-3.65268522643923,-3.43752887161166,-4.03050678739084,-3.25389517757857,-2.87250201116097,0
-2.10985560733599,-2.2287707763298,-2.42393334830027,-2.39503147384415,-2.48254170571863,-1.80201998163025,-1.84023237922711,-2.10884831097998,-2.04660158678588,-2.14856945164951,-1.98762985577544,-2.11373272526411,-2.61429794817839,-2.6457676833405,-2.6115262117026,-2.27508630200076,-2.36918291870463,-2.92856409903231,-4.06510063775426,-4.07870610029161,-3.33274062576071,-2.9188145769921,-2.59552853127181,-2.7637449849687,-3.30120878632403,-3.48282954264642,-4.22185654437457,-3.12035215434112,-2.78936470308704,0
-2.11740631219692,-2.05290558454543,-2.25688722523589,-2.32680642395774,-2.37710741346598,-1.8065217748779,-2.10258166535091,-2.20711884814618,-2.17297138333953,-2.31315235694018,-2.08111061837478,-2.13313156433479,-2.7055040797658,-2.69347744159947,-2.89297113852682,-2.32588077949869,-2.58928130840396,-2.99594980714278,-4.24525037830559,-4.18259314425551,-3.66859087929785,-3.12348368802119,-2.57330896516161,-2.78619776520015,-3.94460690720533,-3.66464416989145,-3.86272315481973,-3.23229329485419,-2.88618858557339,1
-2.01299118663461,-2.01109205569785,-2.22637839939672,-2.35699698591604,-2.3730451020889,-1.61454086856771,-1.71567764685893,-2.07543720459329,-2.08178834668821,-2.19174133799677,-2.00876813363208,-2.07148899742294,-2.72048791785352,-2.60907266008215,-2.87286618230419,-2.31516990342864,-2.76005578030505,-2.98038906793441,-4.21871495620525,-4.12474538799018,-3.58009369103421,-2.68967078024586,-2.25446968805289,-2.37414284101065,-3.4600630412184,-3.52189469516343,-3.5842012986382,-3.21186882700452,-2.8144815743042,1
-2.04808438912862,-2.18756591654271,-2.36876593534532,-2.41272724184757,-2.49054243088159,-1.73324750145873,-1.77150832003799,-2.06554628893052,-2.07593572281212,-2.09190172230992,-2.13174674080659,-2.16617321539528,-2.73753947845296,-2.59109000411421,-2.94910185589675,-2.23926018139898,-2.62484072800186,-3.0999902264616,-4.05784334956139,-3.93860072015934,-3.75287227510853,-3.15155782214782,-2.7238508168887,-2.45750458566692,-4.01838892045015,-3.9009793472157,-3.39773151937674,-3.15839329792768,-2.91405492834041,1
-2.11084719074576,-2.23174348579501,-2.29738583053615,-2.32226312633831,-2.44116291337681,-1.7912604362935,-1.96374365312293,-2.11473109049409,-2.00687638654527,-2.1185510357126,-2.07586999141698,-2.0408686693424,-2.57445093226056,-2.49062193227152,-2.73463814882047,-2.22260925660399,-2.59091027524852,-2.93633515626182,-3.90638297622851,-3.74097023532032,-3.92434578179458,-2.81131530817624,-2.44264713389095,-2.56835447780275,-3.71751518357789,-3.75261446778101,-3.20368490599124,-3.10406963896958,-2.72313457821908,1
-2.11667981187818,-2.30437298914485,-2.43505676232254,-2.43486766782291,-2.56809250403836,-1.74528227502123,-1.93175745868409,-2.08966796595161,-2.13149550514498,-2.07668215013448,-2.08657307760763,-2.07128234472433,-2.74277326812635,-2.66408138989089,-2.87633779871827,-2.65102426378378,-2.60360008187513,-3.04187755945738,-4.2165865703973,-4.1274616276997,-3.94368745326211,-3.92538316419875,-2.6622324379501,-2.90157148715293,-3.78659099995263,-3.71651942913373,-4.06952909970596,-3.40201969475158,-2.95379367836212,1
-2.05427625118732,-2.24961467077154,-2.37284669900849,-2.33655456531184,-2.51390465711483,-1.77010402953171,-1.93497158868833,-2.12843984534369,-2.04811776196574,-2.14365326902248,-1.87822728622796,-2.01502835946462,-2.59462821331138,-2.36207575585226,-2.60816984343047,-2.36286003769222,-2.54219861681034,-2.919936558472,-3.90763133780742,-3.89227451084209,-3.28482423526427,-3.14869492557648,-2.50108347915389,-2.69604412505729,-2.95299028049932,-3.39429853793265,-3.88547847243103,-3.25604314843655,-2.80295512925756,0
-2.10263002856114,-2.14398645274789,-2.3234281874234,-2.36069692363059,-2.41672391081348,-1.82906306711788,-1.75707944933562,-2.0428810611478,-2.02126716716299,-2.06041095472242,-2.03433861164389,-2.12794125545753,-2.59951988822502,-2.35072474316196,-2.79932458535631,-2.2928852668661,-2.28102837466419,-2.84227702127125,-3.94221262618044,-3.94494363761821,-3.44936916623711,-3.55839498064948,-2.61814318004529,-2.47207760513089,-3.45698697391777,-3.49048324313823,-3.75507162412839,-3.25592309638332,-2.77928651663425,0
